Identifiant du message;Date et heure de la publication;Date de début;Date de fin prévisionnelle;Type d'indisponibilité;Filière de production;Type d'évènement;Nom du groupe ou de la centrale de production;Code EIC du groupe ou de la centrale de production;Société;Code EIC de la société;Capacité installée;Capacité disponible;Capacité indisponible;Cause de l'arrêt;Remarques;Statut;Unité de mesure;Code localisation
7W100P100P0005Z0801131802_001;08/01/2013 18:03;08/01/2013 18:02;08/01/2013 23:59;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Divers;-;Active;MW;10YFR-RTE------C
7W100P100P001050801131929_001;08/01/2013 19:29;08/01/2013 19:29;08/01/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;EMILE HUCHET 7;17W100P100P00105;TOTAL DIRECT ENERGIE;17X100A100R0172T;413;0;413;Divers;-;Active;MW;10YFR-RTE------C
7W100P100P001130801131930_001;08/01/2013 19:30;08/01/2013 19:30;08/01/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;EMILE HUCHET 8;17W100P100P00113;TOTAL DIRECT ENERGIE;17X100A100R0172T;413;0;413;Divers;-;Active;MW;10YFR-RTE------C
COMBICC120130108064200000_002;08/01/2013 07:51;08/01/2013 07:42;08/01/2013 09:30;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Active;MW;10YFR-RTE------C
COMBICC120130108064200000_001;08/01/2013 07:51;08/01/2013 07:42;;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
POWEO_20130108121000_FON0_002;08/01/2013 12:33;08/01/2013 12:10;08/01/2013 16:46;Indisponibilité fortuite;Gaz;Indisponibilité de production;Pont-sur-Sambre;17W100P100P00016;TOTAL DIRECT ENERGIE;17X100A100R0172T;412;90;322;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
POWEO_20130108121000_FON0_001;08/01/2013 12:33;08/01/2013 12:10;;Indisponibilité fortuite;Gaz;Indisponibilité de production;Pont-sur-Sambre;17W100P100P00016;TOTAL DIRECT ENERGIE;17X100A100R0172T;412;90;322;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_1357722553890-21200_003;09/01/2013 10:11;09/01/2013 10:08;09/01/2013 12:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 2;17W100P100P0083F;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1357722553890-21200_002;09/01/2013 10:11;09/01/2013 10:08;09/01/2013 12:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 2;17W100P100P0083F;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1357722553890-21200_001;09/01/2013 10:11;09/01/2013 10:08;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 2;17W100P100P0083F;EDF;17X100A100R00182;152;0;152;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1357759608187-19000_003;09/01/2013 20:28;09/01/2013 20:11;09/01/2013 20:50;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;POUGET 4;17W100P100P0075E;EDF;17X100A100R00182;286;0;286;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1357759608187-19000_002;09/01/2013 20:28;09/01/2013 20:11;09/01/2013 20:50;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;POUGET 4;17W100P100P0075E;EDF;17X100A100R00182;286;0;286;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1357759608187-19000_001;09/01/2013 20:28;09/01/2013 20:11;;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;POUGET 4;17W100P100P0075E;EDF;17X100A100R00182;286;0;286;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20130109T1213330000_003;09/01/2013 12:13;09/01/2013 13:30;14/01/2013 05:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE (LE) 2;17W100P100P0022Z;EDF;17X100A100R00182;585;0;585;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20130109T1213330000_002;09/01/2013 12:13;09/01/2013 13:30;14/01/2013 05:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE (LE) 2;17W100P100P0022Z;EDF;17X100A100R00182;585;0;585;Auxiliaires;-;Inactive;MW;10YFR-RTE------C
04424_20130109T1213330000_001;09/01/2013 12:13;09/01/2013 13:30;14/01/2013 05:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE (LE) 2;17W100P100P0022Z;EDF;17X100A100R00182;585;0;585;;-;Inactive;MW;10YFR-RTE------C
7W100P100P000320901130002_002;09/01/2013 00:04;09/01/2013 00:02;09/01/2013 23:59;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 5;17W100P100P00032;GAZEL ENERGIE;17X100A100R0056V;285;0;285;Divers;-;Active;MW;10YFR-RTE------C
7W100P100P000320901130002_001;09/01/2013 00:04;09/01/2013 00:02;09/01/2013 07:02;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 5;17W100P100P00032;GAZEL ENERGIE;17X100A100R0056V;285;0;285;Divers;-;Inactive;MW;10YFR-RTE------C
7W100P100P0005Z0901130005_002;09/01/2013 00:06;09/01/2013 00:05;09/01/2013 23:59;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Divers;-;Active;MW;10YFR-RTE------C
7W100P100P0005Z0901130005_001;09/01/2013 00:06;09/01/2013 00:05;09/01/2013 07:05;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Divers;-;Inactive;MW;10YFR-RTE------C
7W100P100P001050901130006_002;09/01/2013 00:06;09/01/2013 00:06;09/01/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;EMILE HUCHET 7;17W100P100P00105;TOTAL DIRECT ENERGIE;17X100A100R0172T;413;0;413;Divers;-;Active;MW;10YFR-RTE------C
7W100P100P001050901130006_001;09/01/2013 00:06;09/01/2013 00:06;09/01/2013 07:06;Indisponibilité fortuite;Gaz;Indisponibilité de production;EMILE HUCHET 7;17W100P100P00105;TOTAL DIRECT ENERGIE;17X100A100R0172T;413;0;413;Divers;-;Inactive;MW;10YFR-RTE------C
7W100P100P001130901130007_002;09/01/2013 00:07;09/01/2013 00:07;09/01/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;EMILE HUCHET 8;17W100P100P00113;TOTAL DIRECT ENERGIE;17X100A100R0172T;413;0;413;Divers;-;Active;MW;10YFR-RTE------C
7W100P100P001130901130007_001;09/01/2013 00:07;09/01/2013 00:07;09/01/2013 07:07;Indisponibilité fortuite;Gaz;Indisponibilité de production;EMILE HUCHET 8;17W100P100P00113;TOTAL DIRECT ENERGIE;17X100A100R0172T;413;0;413;Divers;-;Inactive;MW;10YFR-RTE------C
04424_1357837596929-60000_003;10/01/2013 18:09;10/01/2013 17:05;10/01/2013 20:00;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;AIGLE 6;17W100P100P0051S;EDF;17X100A100R00182;146;0;146;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Active;MW;10YFR-RTE------C
04424_1357837596929-60000_002;10/01/2013 18:09;10/01/2013 17:05;10/01/2013 20:00;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;AIGLE 6;17W100P100P0051S;EDF;17X100A100R00182;146;0;146;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Inactive;MW;10YFR-RTE------C
04424_1357837596929-60000_001;10/01/2013 18:09;10/01/2013 17:05;;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;AIGLE 6;17W100P100P0051S;EDF;17X100A100R00182;146;0;146;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Inactive;MW;10YFR-RTE------C
04424_1972700000000000000_002;10/01/2013 19:05;10/01/2013 19:00;11/01/2013 20:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE (LE) 1;17W100P100P00202;EDF;17X100A100R00182;250;0;250;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_1972700000000000000_001;10/01/2013 19:05;10/01/2013 19:00;;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE (LE) 1;17W100P100P00202;EDF;17X100A100R00182;250;0;250;;-;Inactive;MW;10YFR-RTE------C
04424_20130110T1822100000_002;10/01/2013 18:22;11/01/2013 22:00;14/01/2013 00:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 2;17W100P100P0025T;EDF;17X100A100R00182;235;0;235;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130110T1822100000_001;10/01/2013 18:22;11/01/2013 22:00;14/01/2013 00:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 2;17W100P100P0025T;EDF;17X100A100R00182;235;0;235;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
POWEO_20130110160000_FON0_002;10/01/2013 15:39;10/01/2013 16:00;10/01/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;Pont-sur-Sambre;17W100P100P00016;TOTAL DIRECT ENERGIE;17X100A100R0172T;412;0;412;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
POWEO_20130110160000_FON0_001;10/01/2013 15:39;10/01/2013 16:00;11/01/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;Pont-sur-Sambre;17W100P100P00016;TOTAL DIRECT ENERGIE;17X100A100R0172T;412;0;412;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Inactive;MW;10YFR-RTE------C
04424_1357890209523-60000_003;11/01/2013 08:44;11/01/2013 08:39;11/01/2013 12:09;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;COMBE D'AVRIEUX 1;17W100P100P00893;EDF;17X100A100R00182;123;0;123;Barrage - Ouvrages hydrauliques;-;Active;MW;10YFR-RTE------C
04424_1357890209523-60000_002;11/01/2013 08:44;11/01/2013 08:39;11/01/2013 12:09;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;COMBE D'AVRIEUX 1;17W100P100P00893;EDF;17X100A100R00182;123;0;123;Barrage - Ouvrages hydrauliques;-;Inactive;MW;10YFR-RTE------C
04424_1357890209523-60000_001;11/01/2013 08:44;11/01/2013 08:39;;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;COMBE D'AVRIEUX 1;17W100P100P00893;EDF;17X100A100R00182;123;0;123;Barrage - Ouvrages hydrauliques;-;Inactive;MW;10YFR-RTE------C
7W100P100P0008T1101130745_001;11/01/2013 07:47;11/01/2013 07:45;11/01/2013 12:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 4;17W100P100P0008T;GAZEL ENERGIE;17X100A100R0056V;230;10;220;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0008T1101131230_002;11/01/2013 12:35;11/01/2013 12:30;11/01/2013 15:40;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 4;17W100P100P0008T;GAZEL ENERGIE;17X100A100R0056V;230;125;105;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0008T1101131230_001;11/01/2013 12:35;11/01/2013 12:30;11/01/2013 16:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 4;17W100P100P0008T;GAZEL ENERGIE;17X100A100R0056V;230;125;105;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
7W100P100P0008T1101131912_001;11/01/2013 19:13;11/01/2013 19:12;11/01/2013 20:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 4;17W100P100P0008T;GAZEL ENERGIE;17X100A100R0056V;230;110;120;Divers;-;Active;MW;10YFR-RTE------C
COMBICC120130111060000000_001;11/01/2013 08:56;11/01/2013 07:00;11/01/2013 11:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Active;MW;10YFR-RTE------C
COMBICC120130111061000000_002;11/01/2013 07:16;11/01/2013 07:10;;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Annulée;MW;10YFR-RTE------C
COMBICC120130111061000000_001;11/01/2013 07:16;11/01/2013 07:10;;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
COMBICC120130111065530000_002;11/01/2013 08:01;11/01/2013 07:55;;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Annulée;MW;10YFR-RTE------C
COMBICC120130111065530000_001;11/01/2013 08:01;11/01/2013 07:55;;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1357998900179-54000_003;12/01/2013 14:56;12/01/2013 14:42;12/01/2013 16:50;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;BROMMAT 7;17W100P100P0055K;EDF;17X100A100R00182;240;0;240;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1357998900179-54000_002;12/01/2013 14:56;12/01/2013 14:42;12/01/2013 16:50;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;BROMMAT 7;17W100P100P0055K;EDF;17X100A100R00182;240;0;240;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1357998900179-54000_001;12/01/2013 14:56;12/01/2013 14:42;;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;BROMMAT 7;17W100P100P0055K;EDF;17X100A100R00182;240;0;240;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20130112T0923360000_003;12/01/2013 09:23;13/01/2013 00:00;13/01/2013 14:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;BLENOD 4;17W100P100P0015W;EDF;17X100A100R00182;250;0;250;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130112T0923360000_002;12/01/2013 09:23;13/01/2013 00:00;13/01/2013 18:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;BLENOD 4;17W100P100P0015W;EDF;17X100A100R00182;250;0;250;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20130112T0923360000_001;12/01/2013 09:23;13/01/2013 00:00;13/01/2013 18:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;BLENOD 4;17W100P100P0015W;EDF;17X100A100R00182;250;0;250;Divers;-;Inactive;MW;10YFR-RTE------C
7W100P100P0008T1201131840_001;12/01/2013 18:47;12/01/2013 18:40;12/01/2013 23:59;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 4;17W100P100P0008T;GAZEL ENERGIE;17X100A100R0056V;230;0;230;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1974000000000000000_003;13/01/2013 07:00;13/01/2013 06:45;13/01/2013 07:10;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;0;580;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_1974000000000000000_002;13/01/2013 07:00;13/01/2013 06:45;13/01/2013 07:10;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;0;580;;-;Inactive;MW;10YFR-RTE------C
04424_1974000000000000000_001;13/01/2013 07:00;13/01/2013 06:45;;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;0;580;;-;Inactive;MW;10YFR-RTE------C
04424_1974400000000000000_002;14/01/2013 05:54;14/01/2013 02:00;14/01/2013 05:36;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;0;427;Divers;-;Active;MW;10YFR-RTE------C
04424_1974400000000000000_001;14/01/2013 05:54;14/01/2013 02:00;14/01/2013 05:36;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;0;427;;-;Inactive;MW;10YFR-RTE------C
04424_1975100000000000000_002;14/01/2013 19:37;14/01/2013 19:35;15/01/2013 16:00;Indisponibilité fortuite;Fioul;Indisponibilité de production;PORCHEVILLE 2;17W100P100P0043R;EDF;17X100A100R00182;585;0;585;Approvisionnement - Manutention du combustible;-;Active;MW;10YFR-RTE------C
04424_1975100000000000000_001;14/01/2013 19:37;14/01/2013 19:35;;Indisponibilité fortuite;Fioul;Indisponibilité de production;PORCHEVILLE 2;17W100P100P0043R;EDF;17X100A100R00182;585;0;585;;-;Inactive;MW;10YFR-RTE------C
04424_20130114T0145260000_002;14/01/2013 01:45;14/01/2013 00:00;14/01/2013 03:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 3;17W100P100P0132S;EDF;17X100A100R00182;910;505;405;Divers;-;Active;MW;10YFR-RTE------C
04424_20130114T0145260000_001;14/01/2013 01:45;14/01/2013 00:00;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 3;17W100P100P0132S;EDF;17X100A100R00182;910;505;405;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20130114T0906060000_003;14/01/2013 09:06;14/01/2013 08:45;14/01/2013 17:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;DAMPIERRE 4;17W100P100P0123T;EDF;17X100A100R00182;890;615;275;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20130114T0906060000_002;14/01/2013 09:06;14/01/2013 08:45;14/01/2013 18:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;DAMPIERRE 4;17W100P100P0123T;EDF;17X100A100R00182;890;615;275;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20130114T0906060000_001;14/01/2013 09:06;14/01/2013 08:45;14/01/2013 18:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;DAMPIERRE 4;17W100P100P0123T;EDF;17X100A100R00182;890;640;250;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20130114T1353150000_002;14/01/2013 13:53;14/01/2013 12:25;14/01/2013 15:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;265;315;Divers;-;Active;MW;10YFR-RTE------C
04424_20130114T1353150000_001;14/01/2013 13:53;14/01/2013 12:25;;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;265;315;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20130114T2101250000_002;14/01/2013 21:01;14/01/2013 20:55;15/01/2013 00:20;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;75;352;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20130114T2101250000_001;14/01/2013 21:01;14/01/2013 20:55;;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;75;352;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
COMBICC120130114055330000_002;14/01/2013 07:01;14/01/2013 06:53;;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Annulée;MW;10YFR-RTE------C
COMBICC120130114055330000_001;14/01/2013 07:01;14/01/2013 06:53;;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
COMBICC120130114064100000_002;14/01/2013 07:46;14/01/2013 07:41;14/01/2013 08:36;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
COMBICC120130114064100000_001;14/01/2013 07:46;14/01/2013 07:41;;Indisponibilité fortuite;Gaz;Indisponibilité de production;COMBIGOLFE CCG;17W100P100P01679;ENGIE;17X100A100F0054X;425;0;425;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
7W100P100P0005Z1501131514_001;15/01/2013 15:15;15/01/2013 15:14;15/01/2013 20:14;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
